abs fee rates diff,TX - higher fee rate (>=+0.5),fee rate,txn,block height,block hash,master node,TX - lower fee rate (<=-0.5),fee rate,txn
641195.22296725,454bc66afbb69a9754c3cd30766da722cc2c56f888b9d90b77ed9ea951c570d7,641195.91071429,4,2299008,43205f94429cc14c428417f49f1644be2f1a38705d7969de6ef973465cb1f14a,0c889c2b08623a19cd8d7c47f1fb92ed8a168e90ea2a74437c73507066e0c1f2,96b7c73e055fde68383f1b1ea4830495617b564027a7aac122b43ddc8874404e,0.68774704,3
6.43991254,688abc977d0673e5fe148979df1796c8d9b1b5b9df37cbb3808629267e0680c3,7.12765958,9,2299008,43205f94429cc14c428417f49f1644be2f1a38705d7969de6ef973465cb1f14a,0c889c2b08623a19cd8d7c47f1fb92ed8a168e90ea2a74437c73507066e0c1f2,96b7c73e055fde68383f1b1ea4830495617b564027a7aac122b43ddc8874404e,0.68774704,3
7662.87130081,9bfbfa4cc1c0dd4d136a2e0c3a3a14cbdfaec4ef169a6101fc1e28060e33f94d,14703.88692581,2,2298855,946e8a4fc0cc75dac5b3398e447cd1988a66b17622f3bc25307b59dd059c8ced,b2243948a0b0af2c1ef70e989397124579424f5bf8cbadd5702a3290339eba99,84805699c81a697c4ec0791b5d4f6eab33247850f253d2531bf30f9451979568,7041.01562500,1
89181.11686267,0cd7cccb6747ce993191537808945c62478b9502c06971a8ca5aaec70b8e01ae,442972.43816255,3,2298826,43cfb1e941f699685fa87b5095a61dd509e4effa3e7efdac92e018826ab0601a,6792d853b55e9e6fc1d2aeea6fb2d75a3ee62b6fe37db0847328d7f4093f15c3,62a3342ce2f414e45d3f62bef77892120be7872a2a5eef8bf3df2b62027761f1,353791.32129988,1
230853.29753754,0cd7cccb6747ce993191537808945c62478b9502c06971a8ca5aaec70b8e01ae,442972.43816255,3,2298826,43cfb1e941f699685fa87b5095a61dd509e4effa3e7efdac92e018826ab0601a,6792d853b55e9e6fc1d2aeea6fb2d75a3ee62b6fe37db0847328d7f4093f15c3,3043263ff12a1f7e4221bbc95a43415ce819c7f6d54541cd4e9e1f3606c8eac7,212119.14062501,2
230853.29753754,c3a9f7a9ca85e006a34efb34730e2af7c5ce14c9a678bd24a804e7f060eff016,442972.43816255,3,2298802,61e1ab010a81b9254e68850fc4f3c14c14f4cd0301f80657ae09e69ec0d0ce43,0ea13c7b7594f618886e1b534db9998cafe27ea41f2d5ca79f16cef6a29b4e1c,bd3af68ec3e271e242f4eb22e122bbbc5cf7e7776d768f581360c338cc5a5ce4,212119.14062501,2
89181.11686291,c3a9f7a9ca85e006a34efb34730e2af7c5ce14c9a678bd24a804e7f060eff016,442972.43816255,3,2298802,61e1ab010a81b9254e68850fc4f3c14c14f4cd0301f80657ae09e69ec0d0ce43,0ea13c7b7594f618886e1b534db9998cafe27ea41f2d5ca79f16cef6a29b4e1c,938035c8a5efee8ee9d32468eb1ec1001450452c3b8c78ee9e59b9bee45df9df,353791.32129964,1
1.03694601,267f025d92dfd18269bb0534927e2a5f8b75402ee399351c481a2e4d98e2a842,142.55319150,9,2298712,837afaae5ab035b97f9be2d0caeee75486a98548b041da497798fd7827452725,567173af641cda2195e408139a02b4062e018c22ab244fa00ba18a260e971f62,a82067469a08a15194d19c8088b99e739e97d5e46e8755de5ec284b57fd43ce0,141.51624549,8
1.53090248,1aea65cccc9aaaf4b31ed1744814e42176565a8e2c60f547d0d40225e68edabb,2.21864952,6,2298711,5b3fe9b3b84518235115d063c30a69d37628c58d31beda7495dddc5f9266cb31,3e239ab7627e03baeee8bfa43b8337826462f1c59cb1da66c77cdbada2f88472,f369c2c8b1470ff0b61c23106a3290ca13310641c31f2471616ebc22a5f63dfc,0.68774704,1
2742.90511011,734da54d4632d8dca94b0f6fef4f7af96a60181929795b7d5af68a4e851eb9a0,2743.59285715,2,2298711,5b3fe9b3b84518235115d063c30a69d37628c58d31beda7495dddc5f9266cb31,3e239ab7627e03baeee8bfa43b8337826462f1c59cb1da66c77cdbada2f88472,f369c2c8b1470ff0b61c23106a3290ca13310641c31f2471616ebc22a5f63dfc,0.68774704,1
0.79135264,c696f12b16f2904a15296ea916eedf0c7ece93f3dbdae43d8a8e055b5e308a67,1.47909968,7,2298711,5b3fe9b3b84518235115d063c30a69d37628c58d31beda7495dddc5f9266cb31,3e239ab7627e03baeee8bfa43b8337826462f1c59cb1da66c77cdbada2f88472,f369c2c8b1470ff0b61c23106a3290ca13310641c31f2471616ebc22a5f63dfc,0.68774704,1
1428.88971775,25f22592b37b6713042e3b62f644d2a04b9c0cda90c60bc058aebde760084b29,1429.57746479,3,2298711,5b3fe9b3b84518235115d063c30a69d37628c58d31beda7495dddc5f9266cb31,3e239ab7627e03baeee8bfa43b8337826462f1c59cb1da66c77cdbada2f88472,f369c2c8b1470ff0b61c23106a3290ca13310641c31f2471616ebc22a5f63dfc,0.68774704,1
2.99731790,b88dffe99d02e2a2ee091516c5b1ab368593cb0e80426f0a1bc23e71524d5cf5,3.68506494,5,2298711,5b3fe9b3b84518235115d063c30a69d37628c58d31beda7495dddc5f9266cb31,3e239ab7627e03baeee8bfa43b8337826462f1c59cb1da66c77cdbada2f88472,f369c2c8b1470ff0b61c23106a3290ca13310641c31f2471616ebc22a5f63dfc,0.68774704,1
111560.30784708,639f5685509f397b4de1a56a9e7660da72f7901e0e17230636b928acbc5bb6bb,163243.45070423,3,2298699,e79320f9e84b852ed8d244abefd53e5d347deb61542ff033893591724ecde702,b9fef02dbaf1f26c9440faacc80aa871e2b52d7b38cf8a06e83265ccb23e354f,5eccac136e23c14de0558a629b9c48019f529df04d242aedbb04eb446d4d8359,51683.14285715,1
0.52249076,691cb09b29f42ed6011e62cd8495342006d97d7f008b531267abc8e617515aa7,73.70129871,3,2297992,be63716d4824e551d0313b06b983306fde3d64ecebb046889010aa54bd798c0c,dc85ad2e3e57ad1d6137ed0a6e234b766b1887fa9cc9e0150a78f850e086c971,04fb88b43adf8f9bd0e7c0ebe069428e03370304d38a3fd3c94ad5018cd4e564,73.17880795,2
0.52249076,63fe5079cc6e7b7f88ba9ab7f402020ea577989f3e6a7e4d549df0f82b7d8c1a,73.70129871,2,2297611,748a4f65f9efdf842390f677a282c1f03fc54b542b0dd207979852255bf50958,6052a8ea8f4c033aa38e894681185bc97d1f41e4e3ec88f44023f4adeec170ee,4dda27eea7e45c27a9460d5a59f0fa2c159e838a8bc59ab68df017c6ce05ce5c,73.17880795,1
0.52249076,9a012d6fc2b4e4cebd1bb36f5f62430a3e68af9cafe8c2bb7e9a802e55888959,73.70129871,4,2297592,6b04c36ac5451a0f9b0fa927239a556b9d18f79998b0583cd52961cf62e4fa6d,b434ed90a4424e58ee028b1ec26c74f02123ddbe1b1cae0901950d8a408989af,626a1802c3aad37b420dbb99ef30431df1554e846479ecda8ccb9ef84806ba6e,73.17880795,3
0.64439582,d3301a0e8b8073aaf1541785aa27fbe3ca30a610be0e227c3df93f0641909edb,1.33214286,5,2297585,6a2b26608212c6102f44b54dd14a5798e2a50d055551d5cc75f441c09ad24536,a43e747ed43bed9db2a1065d217b6b92eb844e31266d420fd18d90e88f4b1e6c,964b879607434ed47e2577de5168e44142f6679738aaf6f0bf59a0824fd10736,0.68774704,4
0.52249076,bb92cb62a55fdf32d4704bef89ab726b9112a6a9c4db986f0ee72913f1d19b82,73.70129871,2,2297580,02cd5322dc2ea0f4264e8dfa47ee54eba095371fa0e6128990eba92e455522eb,ee1e6e2d16062c8ac289233cc7a235609ac14342df0eeecd2464cb9422b0150b,82fe6b8b63830161eab44d25ca30adc60c03eb14eb16e916c350aa46212ee158,73.17880795,1
0.52249076,af5873f6b7ae68257cfe79f5e896ebd6ca5445af9f395c11f649f5e118a957b5,73.70129871,2,2297572,efa47b88984c04a2b486a2f23c61eec2297e8acd62f24e16b44edcc03549f63f,a4f82f13b5b8c188a89a5689a9223376de66ae451f4eb314bd49f72c7badb303,50ba2c75492d0edbae39ce49dd8cb03055339a117ae76d09acd74b0c11bc1219,73.17880795,1
0.52249076,a246cbd0420e42ddd29237a23c40fabb4a15e1cba2803001d8e177925061b79d,73.70129871,2,2297556,057d6e55513b3e41972cf27828663c749e25c39bd4b6ecbd07cd66cf5d17c832,f8d38c9b065b15c085f1bb51d6963e626248c6d7611c1b609e74cf27c57f169a,02a1314860a6816622c7592cd51856950df2958df5d7d1cfa99ddfb2d2b87091,73.17880795,1
0.52249076,86ed3c89ed8914f155153c5507ae5db69de5f995a236a131aac36221449d707d,73.70129871,2,2297549,46cd0575d6bc79e3037d5355fc914d12e452c38e5e8121ca3f6a5ba8a5d55399,0a0c093ff5a3d15e9f6f094ff25cedf99acef82c87e1f468a35cce3131d185f5,fea9620b11702b2e47e26fa4d720521b4880eef11882874310c45826a7454857,73.17880795,1
0.52249076,78f7ddbc7f7b96a5181613d012ee4289b3dc1b71943a8b883cdc0652d7f9cada,73.70129871,5,2297534,a13b5ae3d255e789b59f723e2aaa64af60db9e322569f112e3532a9f73994bba,485c5d1ef801ddda698bb98a333cb32030c8bbd22c443edfed7259adc0c4dd2e,f89e698061af7584841e29766bbfaa1d198a22bd0e3c2347563919c811d189d9,73.17880795,4
51464.10098536,dc32e1db2def550690d4e45c9f7bfbe78b309b705ccafd5376e6d6102dc7c7ce,51464.78873240,4,2297529,5d1089ba2f3fe46f1217a9babfa43b98d9c72cd8daf55249391443fa9d52dd8a,7530e019223c012238efb8bed6870237a405f0e3def725d402f5a15ef0a6254c,ab4489ec51a4aeccbdc764df5127c07a982c345d35efa576caa5a1b3047f2ad9,0.68774704,2
96872.11939582,1fc251c550262da7acf9ad6b22663f95ac27a86e839805d9211a15e9baa1f3b0,96872.80714286,3,2297529,5d1089ba2f3fe46f1217a9babfa43b98d9c72cd8daf55249391443fa9d52dd8a,7530e019223c012238efb8bed6870237a405f0e3def725d402f5a15ef0a6254c,ab4489ec51a4aeccbdc764df5127c07a982c345d35efa576caa5a1b3047f2ad9,0.68774704,2
0.52249076,51e3c57fee94a7fa705dd738759ad91d8106b777249b78094023844f0fe07dcc,73.70129871,2,2297521,1c00c6b94e9157af5e07d2ef4875e9d48b179f099c8bfe215e2c2417c8bb9651,3cbbc6663f23dde6f2090227e669dbc8d640af606398c36c39ba159738b28d7e,a379078838360638416b29d9ee9adce6a3a2a87c6cb23f07f1f13c31b88e5006,73.17880795,1
0.52249076,b868ac28cc0bd1c3954fae279d51422ff7568b1941cb6f010c4c3c2fcb2ddc6a,73.70129871,2,2297104,e9515d936c0c3926c362ce6f891200381e764590261c10f07b5da2168f822355,b13548790825f9665f975238c57d95fb74b7a3437b23444ab3e82b1f613cde98,e26f4b9140de0cfd8956fa2651be526abfe99280ef46cd267a1cdffb001984ca,73.17880795,1
0.64439582,e432b570e37fa0b4ed32c3e90904c9f021c59a5b14d38a592999e463df357495,1.33214286,4,2296916,19931c0f7e94af80e5799131acd5564a453b426d7e5aea403f4d4abbe53bff77,da7b245f8af868d63e95d2155c0a4fc7d48bd47884199fbea02afbe7dd858eeb,e2cedd63e6c0e8c6560c01a65ec07c88f8ef14973a86b5ee6a27d600fbde3ce1,0.68774704,3
2742.90511011,42b9467107962abbf16cc45d92da49f992eb0c7da993a6797ee1475ef21593c0,2743.59285715,2,2296903,d8cd977b228170b1cf749664d435e3b30491fc3fb49e73a7e41a6e4584d42b56,121f512f86b755aa98019203495b7b91ae2d5f9aa0e21cca4113d27e604ba36a,b5692618ce8d85a2bed814cb5db021216a726142324f1ee0ad9f0636ac5081ff,0.68774704,1
1428.88971775,9ba52be3164405329f48957c2d7a3b52557c32deee34d0d1d3ba40b6aa984bb9,1429.57746479,3,2296903,d8cd977b228170b1cf749664d435e3b30491fc3fb49e73a7e41a6e4584d42b56,121f512f86b755aa98019203495b7b91ae2d5f9aa0e21cca4113d27e604ba36a,b5692618ce8d85a2bed814cb5db021216a726142324f1ee0ad9f0636ac5081ff,0.68774704,1
51464.10098544,9c8fedb1d55be952c00220de82cd21582d5539e35f71644a90fffd617863b2a4,51464.78873248,4,2296878,6c19d301744efb53fb83bcd53679ddcbb0fa8ea6e58911b16d677d358acd755e,5fdde514b59864f2488c1085a1c784791955615d301a25c2a814bdf20a769784,796e1f09148a0dba80b37933219377f008444a8ec5c266436dc579a95faa9b90,0.68774704,2
96872.11939582,d47d87b462d2ff07ee9983602dfa7d37e456994c5aa25a6889bcbc43c4294c82,96872.80714286,3,2296878,6c19d301744efb53fb83bcd53679ddcbb0fa8ea6e58911b16d677d358acd755e,5fdde514b59864f2488c1085a1c784791955615d301a25c2a814bdf20a769784,796e1f09148a0dba80b37933219377f008444a8ec5c266436dc579a95faa9b90,0.68774704,2
0.52249076,f39b1229bf9f2c96bfbedeb064130b0a725aff5d50a512423135ee068fef3ff5,73.70129871,3,2296711,2385217ae4bc5beec2c0027011cca1c49aed5271283f66d80ac9eb1e2479d693,5e934cd916062c8e4a6068408f49ce08e4458c24f0761fc1f422c3692f313324,27fa8508e6da7e5ddca71516ded15b529d16b3c2910f5dedd3a5df9129fc7048,73.17880795,2
241065.53011011,cde27b008491be1a78b164b8221d054885cb638c3c7c7f12b9d98feb16356655,241066.21785715,3,2296331,4aa4a11d99db0bd92cbbc742daa0c5d010e150d184a62dc54a6692e4f719dc56,25c4be2e664dfb6d68c76bc1de15ac2c016e97205cd6a25f0f84b441956b8d21,23c2520e3b884eefce211498010ce850933ff8a983dfe2e2379a93e755a1d536,0.68774704,2
1.03694600,e6c5d974b767e6885458a8d20e9aef0c5e7e4a1fbd64e02dffed905804a60e9f,142.55319149,10,2296331,4aa4a11d99db0bd92cbbc742daa0c5d010e150d184a62dc54a6692e4f719dc56,25c4be2e664dfb6d68c76bc1de15ac2c016e97205cd6a25f0f84b441956b8d21,d7485f2abaafa0e81f43d0189b5bbcaac4fedd94a3755e1e97a21cc197a3881b,141.51624549,9
141.86544445,e6c5d974b767e6885458a8d20e9aef0c5e7e4a1fbd64e02dffed905804a60e9f,142.55319149,10,2296331,4aa4a11d99db0bd92cbbc742daa0c5d010e150d184a62dc54a6692e4f719dc56,25c4be2e664dfb6d68c76bc1de15ac2c016e97205cd6a25f0f84b441956b8d21,23c2520e3b884eefce211498010ce850933ff8a983dfe2e2379a93e755a1d536,0.68774704,2
14254.63140190,35c74c881a367956769bd78db58843c97b2b267c6ded75eb3ecc744a0c16339f,14255.31914894,6,2296331,4aa4a11d99db0bd92cbbc742daa0c5d010e150d184a62dc54a6692e4f719dc56,25c4be2e664dfb6d68c76bc1de15ac2c016e97205cd6a25f0f84b441956b8d21,23c2520e3b884eefce211498010ce850933ff8a983dfe2e2379a93e755a1d536,0.68774704,2
128068.00943606,475b1f7a6d59fa3cbd3b78be075944e8e9ff3c75a6d47bcc240c4e68a3fd6c91,128068.69718310,4,2296331,4aa4a11d99db0bd92cbbc742daa0c5d010e150d184a62dc54a6692e4f719dc56,25c4be2e664dfb6d68c76bc1de15ac2c016e97205cd6a25f0f84b441956b8d21,23c2520e3b884eefce211498010ce850933ff8a983dfe2e2379a93e755a1d536,0.68774704,2
1428.88971775,dcd7b82492c1c52285f21f380fa896e86544c32641eb4d38a1bb85ce6b41e62b,1429.57746479,7,2296331,4aa4a11d99db0bd92cbbc742daa0c5d010e150d184a62dc54a6692e4f719dc56,25c4be2e664dfb6d68c76bc1de15ac2c016e97205cd6a25f0f84b441956b8d21,23c2520e3b884eefce211498010ce850933ff8a983dfe2e2379a93e755a1d536,0.68774704,2
135578.54734788,6078b76e1179dcb0d6d3750cf2593faa142596b61530f9d1a4f433b56b975245,192599.82394363,4,2296220,640a036996137a26d9d7ea814a280fe810dfc12e20d57299096959f3a721ddec,98166d1653fab163614976b8dca0c37120f9630e672fefdab77f9bc169faecc9,7387aaf3930971d27821a7cfe3e71d3ca2ee4158a49b00240de32745553b4f86,57021.27659575,2
1.03694600,168831a974f14845de7ff8752edba91ef0c69bc7b96fd94e7be199c28ddbcb79,142.55319149,2,2296173,52e7b7b0dd2e092695888cc65da4c3fd6dbcc097af36fcafa338e7bf0d06828d,8751ac96b59bd2d8c67cfa1bacb02c1b3f12e9abc03364799273d29d91f169f2,7f2cd67789c09a50d93b2909cc452cf4e81ae43fa547320e2c72e49244f47252,141.51624549,1
2742.90511011,ed798e8bd81c5b7be438afc07dc401a42b89d031276822926c40b1da39b63cbb,2743.59285715,3,2296172,6d5a00cb435806d1758db181e8ed95383ba387b0e99cc4d44d7546ad99bdf169,9a1d8672bfc1c5c604c55a43c6e0c382c0641352294a928010af019e4baac6f6,6b3eb329e2dc8be061cfe1e8e73c0a633e8d80589e98535739124da0704741bf,0.68774704,2
1428.88971776,35871e5534ec8ee96d712baef2962f100a778124be9e7a4bf73f6e88dfab8f8f,1429.57746480,4,2296172,6d5a00cb435806d1758db181e8ed95383ba387b0e99cc4d44d7546ad99bdf169,9a1d8672bfc1c5c604c55a43c6e0c382c0641352294a928010af019e4baac6f6,6b3eb329e2dc8be061cfe1e8e73c0a633e8d80589e98535739124da0704741bf,0.68774704,2
6.65199744,a4e8b537a473345664aed8186633f47825c889cfde1be4fff817b179ce1d7067,7.38709678,2,2296136,9c54314b0963149362d663e0ff5930dd96b27d36b2ce86a85c0b8c5f634fc3fe,dbc8a5d500b8271a171dcb411215250a06af1649a08ea93e881d77661e2c60ad,e08bb0fd295c9e607fb5121280e6494294b1095e4d52c504d6ce5b1f886adf1c,0.73509934,1
6.65199744,a45ad2fd2b8fe8fb10f1d12f040403a459ce8b4670292083bb6e4a98796ae902,7.38709678,2,2296135,4d3ebd6f3448fce7362fa908fe1ba0e88a0ef3166b8ff9177559afe16132acb3,25cf2e4dcb2f11ae023fc60dd73bc9b28bcc5b9c936f1dd460c4a00167008753,e601ad597f4f53dbdc69d397f946e694aa8f179ea3b2c42bf003ca7ef8c60726,0.73509934,1
51464.10098536,9e3e02447d3e68d18727753c22c459c8b2ebbbb608b5512ac1033b65e86a3e02,51464.78873240,4,2296123,0c741628c99925dd5ae3ec0c613cca957e77f8fd73be7d4f847187db62c9fe5c,e3f26b547cfd6c673ea36f666579598a01824c51d66184df3d2cd449da488507,3b3cd21af24a94a42fafc0d1529c0ee7d03aff49b7116a88cfaa227f604fbbb3,0.68774704,2
96872.11939582,2d1fe83fedd504c2bddd4b29805ee69d572f46fba903e9ea6c9f13c4d2271778,96872.80714286,3,2296123,0c741628c99925dd5ae3ec0c613cca957e77f8fd73be7d4f847187db62c9fe5c,e3f26b547cfd6c673ea36f666579598a01824c51d66184df3d2cd449da488507,3b3cd21af24a94a42fafc0d1529c0ee7d03aff49b7116a88cfaa227f604fbbb3,0.68774704,2
6.69934974,ab7e0d0ead448af387c4fbf179dfc11891bd2361556dcb3bf13ec8c35de8706c,7.38709678,7,2296123,0c741628c99925dd5ae3ec0c613cca957e77f8fd73be7d4f847187db62c9fe5c,e3f26b547cfd6c673ea36f666579598a01824c51d66184df3d2cd449da488507,3b3cd21af24a94a42fafc0d1529c0ee7d03aff49b7116a88cfaa227f604fbbb3,0.68774704,2
6.65199744,ab7e0d0ead448af387c4fbf179dfc11891bd2361556dcb3bf13ec8c35de8706c,7.38709678,7,2296123,0c741628c99925dd5ae3ec0c613cca957e77f8fd73be7d4f847187db62c9fe5c,e3f26b547cfd6c673ea36f666579598a01824c51d66184df3d2cd449da488507,807eaae6b5e7933d3c31086ce87e29d83135b40a5671d3961f26e67ee827113f,0.73509934,6
45031.00239380,c38f3968b4faa3f25b15edc0ba4b77b69b7f8b2139923a47e79ace44e8ec37f0,45031.69014084,14,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,70dafe65d830c76f5e8f0512ef7c538d16cbb78f8c803127f504d574a45c46ae,0.68774704,10
14295.77464788,7904cfe4c76ea65c934e428e79fb21533158078738dd10dd88075eb253ff8e15,59327.46478873,7,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,e8090011545caa7357101ca635e8e7b46eb69b358b79f5588c5aa605f9a7c684,45031.69014085,6
14295.77464790,d19bba9704aedfb9d299b0ba9428b0d4c524032f632e91c07a7ba6ed864185f5,59327.46478874,9,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,a27f3ae23e3dc4d31afd21f19a87e2acb5105a75ed46e638e0d5a252c8363bf9,45031.69014084,8
14295.77464789,d19bba9704aedfb9d299b0ba9428b0d4c524032f632e91c07a7ba6ed864185f5,59327.46478874,9,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,e8090011545caa7357101ca635e8e7b46eb69b358b79f5588c5aa605f9a7c684,45031.69014085,6
45031.00239381,593c02b61763f435bc81fe8e4b32d813f78db66cfa68f397bef785d609d0a9d6,45031.69014085,13,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,70dafe65d830c76f5e8f0512ef7c538d16cbb78f8c803127f504d574a45c46ae,0.68774704,10
15684.00582774,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,343fdec2bc5ab1be0e5ab463e5b8ee4dd0eb552602c7c1a322d37a60d53ad113,70758.12274369,1
15684.00582777,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,7d8381411e223883d4f4cf131d4abd45c04c0d2ef76808258808d81c759d9768,70758.12274366,4
86441.44082439,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,70dafe65d830c76f5e8f0512ef7c538d16cbb78f8c803127f504d574a45c46ae,0.68774704,10
41410.43843058,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,e8090011545caa7357101ca635e8e7b46eb69b358b79f5588c5aa605f9a7c684,45031.69014085,6
27114.66378270,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,7904cfe4c76ea65c934e428e79fb21533158078738dd10dd88075eb253ff8e15,59327.46478873,7
27114.66378269,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,d19bba9704aedfb9d299b0ba9428b0d4c524032f632e91c07a7ba6ed864185f5,59327.46478874,9
15684.00582769,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,39b9f01c17df2899de7f815b0d81cf298c3fbeddda481782d868169b4452675c,70758.12274374,3
45031.00239380,d4242a5ad31b4e3af191617a6ca7a30431365030b9ea98d32c0edfcb9a523fc8,45031.69014084,12,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,70dafe65d830c76f5e8f0512ef7c538d16cbb78f8c803127f504d574a45c46ae,0.68774704,10
15684.00582773,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,9ca4259f372ab5df342ae33e0736fa574a6dc851706139efe929af1b43e2ec55,70758.12274370,2
41410.43843059,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,a27f3ae23e3dc4d31afd21f19a87e2acb5105a75ed46e638e0d5a252c8363bf9,45031.69014084,8
15684.00582774,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,5d8b00f39bf3b9540e5fc05649a6f2201025192f912bd50a7651104ab8bf707e,70758.12274369,5
15684.00582777,b47060574b540f3d43db4062a6d142b3c027d69973f3b4ec78ec6f35be3a2d48,86442.12857143,5,2296001,245ccfb5be2c5cd905b401322dc5ed9fa384dd349e1f504919790462397067ff,e909c7205c9b67369689c3ccaf7acea7ea78bb0830aed5dcf51076fc3e7b2570,92cd2f326c3928df951fddd13947e5a0d8e86694d29012368459adadbb28486d,70758.12274366,1
1428.88971775,dcb29654e78bcd9fd9e01592f907bbc5273abcaa377762b5cc0706629a77b845,1429.57746479,7,2296001,245ccfb5be2c5cd905b401322dc5ed9fa384dd349e1f504919790462397067ff,e909c7205c9b67369689c3ccaf7acea7ea78bb0830aed5dcf51076fc3e7b2570,ebef5e784e217db00d1e522ba645659566fbebad6c0a418bdb9a05b387622cc5,0.68774704,4
153899.97584780,324fd2a01ef7ed6d78ae1700ace42013f93d49d68f0948039a1866ff1ef4dfbb,224658.09859146,2,2296001,245ccfb5be2c5cd905b401322dc5ed9fa384dd349e1f504919790462397067ff,e909c7205c9b67369689c3ccaf7acea7ea78bb0830aed5dcf51076fc3e7b2570,92cd2f326c3928df951fddd13947e5a0d8e86694d29012368459adadbb28486d,70758.12274366,1
45031.00239372,583e974a77e5c6a854ed33c52716d9fdca2cfadc168c20a03c8936c69107b36f,45031.69014076,6,2296001,245ccfb5be2c5cd905b401322dc5ed9fa384dd349e1f504919790462397067ff,e909c7205c9b67369689c3ccaf7acea7ea78bb0830aed5dcf51076fc3e7b2570,ebef5e784e217db00d1e522ba645659566fbebad6c0a418bdb9a05b387622cc5,0.68774704,4
2.99731790,70d3d41c7930c0ae4dcea7bc1c6c734bb6f69861eeed5986a4fd4cde4f4a5f8b,3.68506494,9,2296001,245ccfb5be2c5cd905b401322dc5ed9fa384dd349e1f504919790462397067ff,e909c7205c9b67369689c3ccaf7acea7ea78bb0830aed5dcf51076fc3e7b2570,ebef5e784e217db00d1e522ba645659566fbebad6c0a418bdb9a05b387622cc5,0.68774704,4
